Index	Length	Host	Port
0	24.43	10.0.0.30	
1	38.89	10.0.0.31
2	47.76	10.0.0.32
3	53.96	10.0.0.33
4	65.82
5	66.63
6	67
7	67
8	57.76
9	56.97
10	55.3
11	53.23
12	55.3
13	56.97
14	57.76
15	67
16	67
17	66.63
18	65.82
19	53.96
20	47.76
21	38.89
22	24.43
