0,128,128
0,127,128
0,126,129
0,125,130
0,124,131
0,123,132
0,122,133
0,121,134
0,120,135
0,119,136
0,118,137
0,117,138
0,116,139
0,116,139
0,115,140
0,114,141
0,113,142
0,112,143
0,111,144
0,110,145
0,109,146
0,108,147
0,107,148
0,106,149
0,105,150
0,104,151
0,103,152
0,102,153
0,101,154
0,100,155
0,99,156
0,98,157
0,97,158
0,96,159
0,94,161
0,93,162
0,92,163
0,91,164
0,90,165
0,89,166
0,88,167
0,86,169
0,85,170
0,84,171
0,83,172
0,82,173
0,80,175
0,79,176
0,78,177
0,76,179
0,75,180
0,74,181
0,72,183
0,71,184
0,69,186
0,68,187
0,66,189
0,65,190
0,63,192
0,61,194
0,60,195
0,58,197
0,56,199
0,55,200
0,53,202
0,51,204
0,49,206
0,47,208
0,45,210
0,43,212
0,41,214
0,38,217
0,36,219
0,34,221
0,31,224
0,29,226
0,26,229
0,24,231
0,21,234
0,18,237
0,15,240
0,12,243
0,9,246
0,5,250
0,2,253
1,0,254
4,0,251
8,0,247
11,0,244
14,0,241
17,0,238
20,0,235
23,0,232
25,0,230
28,0,227
31,0,224
33,0,222
35,0,220
38,0,217
40,0,215
42,0,213
44,0,211
46,0,209
48,0,207
50,0,205
52,0,203
54,0,201
56,0,199
57,0,198
59,0,196
61,0,194
62,0,193
64,0,191
66,0,189
67,0,188
69,0,186
70,0,185
72,0,183
73,0,182
74,0,181
76,0,179
77,0,178
79,0,176
80,0,175
81,0,174
82,0,173
84,0,171
85,0,170
85,0,170
84,0,171
82,0,173
81,0,174
80,0,175
79,0,176
77,0,178
76,0,179
74,0,181
73,0,182
72,0,183
70,0,185
69,0,186
67,0,188
66,0,189
64,0,191
62,0,193
61,0,194
59,0,196
57,0,198
56,0,199
54,0,201
52,0,203
50,0,205
48,0,207
46,0,209
44,0,211
42,0,213
40,0,215
38,0,217
35,0,220
33,0,222
31,0,224
28,0,227
25,0,230
23,0,232
20,0,235
17,0,238
14,0,241
11,0,244
8,0,247
4,0,251
1,0,254
0,2,253
0,5,250
0,9,246
0,12,243
0,15,240
0,18,237
0,21,234
0,24,231
0,26,229
0,29,226
0,31,224
0,34,221
0,36,219
0,38,217
0,41,214
0,43,212
0,45,210
0,47,208
0,49,206
0,51,204
0,53,202
0,55,200
0,56,199
0,58,197
0,60,195
0,61,194
0,63,192
0,65,190
0,66,189
0,68,187
0,69,186
0,71,184
0,72,183
0,74,181
0,75,180
0,76,179
0,78,177
0,79,176
0,80,175
0,82,173
0,83,172
0,84,171
0,85,170
0,86,169
0,88,167
0,89,166
0,90,165
0,91,164
0,92,163
0,93,162
0,94,161
0,96,159
0,97,158
0,98,157
0,99,156
0,100,155
0,101,154
0,102,153
0,103,152
0,104,151
0,105,150
0,106,149
0,107,148
0,108,147
0,109,146
0,110,145
0,111,144
0,112,143
0,113,142
0,114,141
0,115,140
0,116,139
0,116,139
0,117,138
0,118,137
0,119,136
0,120,135
0,121,134
0,122,133
0,123,132
0,124,131
0,125,130
0,126,129
0,127,128
0,128,128
