228,255,122,255
228,254,120,255
228,254,118,255
229,253,117,255
229,253,115,255
230,253,114,255
230,252,112,255
230,252,111,255
231,252,109,255
231,251,108,255
232,251,106,255
232,251,105,255
233,250,103,255
233,250,102,255
233,249,100,255
234,249,99,255
234,249,97,255
235,248,96,255
235,248,94,255
236,248,93,255
236,247,91,255
236,247,90,255
237,247,88,255
237,246,87,255
238,246,85,255
238,245,84,255
239,245,82,255
239,245,81,255
239,244,79,255
240,244,78,255
240,244,76,255
241,243,75,255
241,243,73,255
241,243,72,255
242,242,70,255
242,242,69,255
243,242,67,255
243,241,66,255
244,241,64,255
244,240,63,255
244,240,61,255
245,240,60,255
245,239,58,255
246,239,57,255
246,239,55,255
247,238,54,255
247,238,52,255
247,238,51,255
248,237,49,255
248,237,48,255
249,236,46,255
249,236,45,255
250,236,43,255
250,235,42,255
250,235,40,255
251,235,39,255
251,234,37,255
252,234,36,255
252,234,34,255
252,233,33,255
253,233,31,255
253,232,30,255
254,232,28,255
254,232,27,255
255,231,25,255
255,231,25,255
255,230,25,255
255,229,24,255
255,229,24,255
255,228,23,255
255,227,23,255
255,227,23,255
255,226,22,255
255,225,22,255
255,225,21,255
255,224,21,255
255,223,21,255
255,223,20,255
255,222,20,255
255,221,19,255
255,221,19,255
255,220,18,255
255,219,18,255
255,219,18,255
255,218,17,255
255,217,17,255
255,216,16,255
255,216,16,255
255,215,16,255
255,214,15,255
255,214,15,255
255,213,14,255
255,212,14,255
255,212,14,255
255,211,13,255
255,210,13,255
255,210,12,255
255,209,12,255
255,208,12,255
255,208,11,255
255,207,11,255
255,206,10,255
255,206,10,255
255,205,9,255
255,204,9,255
255,204,9,255
255,203,8,255
255,202,8,255
255,202,7,255
255,201,7,255
255,200,7,255
255,200,6,255
255,199,6,255
255,198,5,255
255,198,5,255
255,197,5,255
255,196,4,255
255,196,4,255
255,195,3,255
255,194,3,255
255,194,3,255
255,193,2,255
255,192,2,255
255,192,1,255
255,191,1,255
255,190,1,255
255,190,0,255
255,189,0,255
255,188,0,255
255,188,0,255
255,187,0,255
255,187,0,255
255,186,0,255
255,186,0,255
255,186,0,255
255,185,0,255
255,185,0,255
255,184,0,255
255,184,0,255
255,183,0,255
255,183,0,255
255,182,0,255
255,182,0,255
255,181,0,255
255,181,0,255
255,181,0,255
255,180,0,255
255,180,0,255
255,179,0,255
255,179,0,255
255,178,0,255
255,178,0,255
255,177,0,255
255,177,0,255
255,176,0,255
255,176,0,255
255,176,0,255
255,175,0,255
255,175,0,255
255,174,0,255
255,174,0,255
255,173,0,255
255,173,0,255
255,172,0,255
255,172,0,255
255,171,0,255
255,171,0,255
255,171,0,255
255,170,0,255
255,170,0,255
255,169,0,255
255,169,0,255
255,168,0,255
255,168,0,255
255,167,0,255
255,167,0,255
255,166,0,255
255,166,0,255
255,166,0,255
255,165,0,255
255,165,0,255
255,164,0,255
255,164,0,255
255,163,0,255
255,163,0,255
255,162,0,255
255,162,0,255
255,161,0,255
255,161,0,255
255,161,0,255
255,160,0,255
255,160,0,255
254,159,0,255
254,159,0,255
254,158,0,255
254,158,0,255
254,157,0,255
254,157,0,255
254,156,0,255
254,155,0,255
254,155,0,255
254,154,0,255
254,154,0,255
254,153,0,255
254,153,0,255
254,152,0,255
254,152,0,255
254,151,0,255
254,151,0,255
254,150,0,255
254,150,0,255
254,149,0,255
254,149,0,255
253,148,0,255
253,148,0,255
253,147,0,255
253,147,0,255
253,146,0,255
253,146,0,255
253,145,0,255
253,145,0,255
253,144,0,255
253,144,0,255
253,143,0,255
253,143,0,255
253,142,0,255
253,142,0,255
253,141,0,255
253,140,0,255
253,140,0,255
253,139,0,255
253,139,0,255
253,138,0,255
253,138,0,255
252,137,0,255
252,137,0,255
252,136,0,255
252,136,0,255
252,135,0,255
252,135,0,255
252,134,0,255
252,134,0,255
252,133,0,255
252,133,0,255
252,132,0,255
252,132,0,255
252,131,0,255
252,131,0,255
252,130,0,255
252,130,0,255
252,129,0,255
252,129,0,255
252,128,0,255
252,128,0,255
252,127,0,255
252,127,0,255
